AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
PG1121+423,3138,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,3138,"3098, 3208",50pm9,9.88E12 pm 1.89E12,35.4pm 2.3,"d:Lya, Lya","d:Lya labeled at 3156, I measure 3153. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,4336,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,4336,"4286, 4396",95pm8,2.03E13 pm 1.92E12,34.8pm 2.9,"d:Lya, Lya","d:Lya labeled at 4357, Lya at 4336, I measure 4341. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,7126,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,7126,"7078, 7200",156pm7,3.64E13 pm 1.96E12, 37.7pm 2.2,"d:Lya, Lya","d:Lya labeled at 7144, Lya at 7126, I measure 7139 : NO GALAXIES"
PG1121+423,7279,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",0.0102104,4.60E-05,104.1603213,49.05205398,129.2311645,x,7628,349,107.436169,x,13.4,5.8,64.5,133,19.7,0,x,x,x,x,x,0.024596,0.234,RT,TRUE,TRUE,TRUE,7279,"7200, 7270",46pm6,9.17E12 pm 1.32E12,26.4pm 2.3,d:Lya,"d:Lya labeled at 7279, I measure 7235 : ONLY 1 GALAXY"
PG1121+423,7328,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",0.022610893,0.000101956,104.1603213,49.05205398,129.2311645,x,7628,300,107.436169,x,13.4,5.8,64.5,133,19.7,0,x,x,x,x,x,0.024596,0.234,RT,TRUE,TRUE,TRUE,7328,"7267, 7431",359pm7,1.27E14 pm 4.05E12,41.9pm 2.1,"d:Lya, Lya","d:Lya labeled at 7348, Lya at 7328, I measure 7349 : ONLY 1 GALAXY"
PG1121+423,10120,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,10120,"10028, 10212",232pm7,5.41E13 pm 1.99E12,55.9pm 2.5,d:Lya,"d:Lya labeled at 10135, I measure 10120. I don't have galaxy information out this far : NO GALAXIES"
RBS2070,8966,2dFGRSS357Z063,5,"('359.7825', '-30.6275')","(359.90758, -30.65589)",0.060645064,0.055992998,193.5820879,188.7095361,239.1202735,x,8740,-226,123.0992462,x,32.9,22.2,47.6,x,x,0,x,x,x,x,x,0.0301,0.165,NP,FALSE,FALSE,FALSE,8966,"8832, 9110",777pm10,4.11E14 pm 1.91E13,76.8pm 1.8,Lya,"center is 8971, 2dFGRSS357Z063 appears to be another name for the same galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C351.0,3481,NGC6310,6,"('256.1725', '60.74194')","(256.98946, 60.99017)",0.015350893,0.017062009,200.0300187,202.6416171,406.3431189,x,3525.7,44.7,49.65828781,x,34.5,8.3,76.1,70,11.9,NGC6310,.S..3*/,77.7,69,Sb: sp,Sb: sp,0.011405,0.3719,SP,?,FALSE,TRUE,3481,"3372, 3520",145pm15,3.19E13 pm 3.76E12,49.0pm 3.2,Lya,"Lya labeled at 3481, I measure 3446. Lots of large galaxies around : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C351.0,3614,NGC6310,4,"('256.1725', '60.74194')","(256.98946, 60.99017)",0.013279263,0.014759461,200.0300187,202.6416171,406.3431189,x,3525.7,-88.3,49.65828781,x,34.5,8.3,76.1,70,11.9,NGC6310,.S..3*/,77.7,69,Sb: sp,Sb: sp,0.011405,0.3719,SP,?,FALSE,TRUE,3614,"3539, 3677",194pm13,4.93E13 pm 4.09E12,39.3pm 2.3,Lya,"Lya labeled at 3614, I measure 3608. Too many large galaxies nearby : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C351.0,5192,x,0,"('256.1725', '60.74194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3719,SP,FALSE,FALSE,FALSE,5192,"5118, 5266",206pm11,5.12E13 pm 3.33E12,44.5pm 2.7,Lya,Lya labeled at 5192. SDSSJ170349.45+601806.1 at b=589kpc : NO GALAXIES
3C351.0,7192,SDSSJ170325.13+603944.4,1,"('256.1725', '60.74194')","(255.85472, 60.66234)",0.000411713,4.87E-12,116.1905373,62.20846405,314.6773872,x,7327.7,135.7,103.2071228,x,15.7,11.3,43.9,87,24.1,0,x,x,x,x,x,0.024078,0.3719,SP,TRUE,TRUE,TRUE,7192,"7104, 7216",63pm11,1.29E13 pm 2.43E12,32.8pm 6.2,Lya,"Lya labeled at 7192, I measure 7160 : ONLY 1 GALAXY"
HE1228+0131,1488,NGC4517,12,"('187.70833', '1.25583')","(188.18996, 0.11503)",0.270420131,0.252481238,193.1759035,187.8498124,211.0427507,x,1420.4,-67.6,9.765,x,32.8,4.1,82.7,x,74.1,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.117,SP,TRUE,TRUE,TRUE,1488,"1440, 1550",144pm3,3.60E13 pm 7.74E11,29.0pm 3.5,"d:Lya,Lya","d:Lya & Lya labeled at 1988 - I measure 1495 center, near NGC4517, 3C273.0; p"
HE1228+0131,1556,NGC4517,12,"('187.70833', '1.25583')","(188.18996, 0.11503)",0.191432792,0.178733691,193.1759035,187.8498124,211.0427507,x,1420.4,-135.6,9.765,x,32.8,4.1,82.7,x,74.1,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.117,SP,TRUE,TRUE,TRUE,1556,"1550, 1600",20pm2,3.86E12 pm 4.10E11,19.7pm 1.7,d:Lya,"d:Lya labeled at 1556 - I measure 1575, weak near NGC4517A, 3C273.0; p"
HE1228+0131,1707,NGC4517,15,"('187.70833', '1.25583')","(188.18996, 0.11503)",0.038889792,0.036309955,193.1759035,187.8498124,211.0427507,x,1420.4,-286.6,9.765,x,32.8,4.1,82.7,x,74.1,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.117,SP,TRUE,TRUE,TRUE,1707,"1600, 1814",598pm3,3.10E14 pm 3.61E12,56.2pm 1.9,"d:Lya, Lya","d:Lya near to Lya:1854(1575), near NGC4517, 3C273.0; p"
HE1228+0131,1854,NGC4536,12,"('187.70833', '1.25583')","(188.61271, 2.18814)",0.009730359,0.009656086,197.6231383,197.3783651,347.2467113,x,2102.6,248.6,15.321,x,33.9,14.3,65.1,x,85.9,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.117,SP,FALSE,FALSE,FALSE,1854,"1814, 1906",68pm3,1.39E13 pm 5.91E11,33.3pm 3.2,d:Lya,"d:Lya labeled at 1854 - I measure 1860, near to with Lya:1709, near both NGC4517A and NGC4536, 3C273.0; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE1228+0131,2311,NGC4536,10,"('187.70833', '1.25583')","(188.61271, 2.18814)",0.015402592,0.015285023,197.6231383,197.3783651,347.2467113,x,2102.6,-208.4,15.321,x,33.9,14.3,65.1,x,85.9,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.117,SP,TRUE,TRUE,TRUE,2311,"2222, 2400",343pm3,1.27E14 pm 1.44E12,38.9pm 2.5,"d:Lya, Lya","near UGC07625 and IC3474, 3C273.0, center is 2311; p"
HE1228+0131,5000,x,0,"('187.70833', '1.25583')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.117,SP,FALSE,FALSE,FALSE,5000,"4942, 5058",20pm3,3.81E12 pm 5.19E11,41.4pm 2.7,d:Lya,"d:Lya labeled at 4991, I measure 5000, very weak : NO GALAXIES"
HE1228+0131,7551,SDSSJ123136.64+012054.2,2,"('187.70833', '1.25583')","(187.90271, 1.3484)",4.42E-08,2.70E-36,98.18259962,43.13776768,387.0525122,x,7314.8,-236.2,103.0258123,x,12.3,7.6,51.7,83,18.5,0,x,x,x,x,x,0.023418,0.117,SP,FALSE,FALSE,FALSE,7551,"7498, 7622",63pm3,1.28E13 pm 5.77E11,36.1pm 2.6,d:Lya,"d:Lya labeled at 7551, I measure 7560 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE1228+0131,9239,2MASXJ12303439+0116243,1,"('187.70833', '1.25583')","(187.64345, 1.27345)",0.006316704,0.000346985,126.7038471,75.09828227,158.8300695,x,9612.8,373.8,135.3912178,x,17.8,15.7,28.3,45,60.2,0,x,x,x,x,x,0.031084,0.117,SP,TRUE,TRUE,TRUE,9239,"9140, 9308",249pm3,6.04E13 pm 7.84E11,53.1pm 2.2,"Lya, d:Lya","Lya labeled at 9239, d:Lya at 9235 _ I measure 9224, far away, but the only galaxy in field : ONLY 1 GALAXY"
3C273.0,1013,SDSSJ122815.96+014944.1,8,"('187.27792', '2.05222')","(187.0665, 1.82892)",0.003414189,3.54E-84,41.24838513,6.547900427,90.56332769,x,1198.4,185.4,16.87858892,x,3.5,1.8,59.3,40,3.4,0,x,x,x,x,x,0.003015,0.1583,SP,?,TRUE,FALSE,1013,"910, 1116",376pm3,1.33E14 pm 1.07E12,44.5pm 2.3,Lya,"strong, I measure center at 1010, near NGC4536 - see Lya:1582; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C273.0,1582,NGC4517,12,"('187.27792', '2.05222')","(188.18996, 0.11503)",0.014682711,0.01195875,193.1759035,187.8498124,364.9041481,x,1420.4,-161.6,9.765,x,32.8,4.1,82.7,x,71.8,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.1583,SP,TRUE,TRUE,TRUE,1582,"1482, 1720",375pm3,1.44E14 pm 1.09E12,44.3pm 2.7,Lya,"UGC07612 also nearby, double labels, center is 1601, originally yes - changed to no on 6/18/15; p"
3C273.0,2156,NGC4536,11,"('187.27792', '2.05222')","(188.61271, 2.18814)",0.034644681,0.034362844,197.6231383,197.3783651,358.5279206,x,2102.6,-53.4,15.321,x,33.9,14.3,65.1,x,45.8,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.1583,SP,FALSE,FALSE,FALSE,2156,"2088, 2248",57pm2,1.09E13 pm 5.00E11,61.1pm 2.7,"Lya, d:INSTR","weak, center is 2168, double labels; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C273.0,2298,NGC4536,9,"('187.27792', '2.05222')","(188.61271, 2.18814)",0.014323538,0.014207015,197.6231383,197.3783651,358.5279206,x,2102.6,-195.4,15.321,x,33.9,14.3,65.1,x,45.8,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.1583,SP,FALSE,FALSE,FALSE,2298,"2248, 2344",31pm2,5.99E12 pm 3.51E11,36.4pm 1.9,"Lya, d:INSTR","weak, center is 2296, double labels; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C273.0,7862,x,0,"('187.27792', '2.05222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1583,SP,FALSE,FALSE,FALSE,7862,"7810, 7912",42pm1,8.34E12 pm 3.04E11,30.9pm 2.9,"Lya, d:Lya",center is 7861 : NO GALAXIES
3C273.0,8832,SDSSJ122840.21+015426.8,1,"('187.27792', '2.05222')","(187.16757, 1.90745)",3.92E-20,3.67E-288,61.87924115,15.8128745,406.3250542,x,9082.5,250.5,127.9219116,x,6.3,5.6,28.1,x,x,0,x,x,x,x,x,0.029314,0.1583,SP,TRUE,TRUE,TRUE,8832,"8738, 8922",139pm2,2.96E13 pm 4.10E11,51.9pm 2.1,"Lya, d:Lya",center is 8830 : ONLY 1 GALAXY
3C273.0,9832,SDSSJ122830.42+020630.6,1,"('187.27792', '2.05222')","(187.12675, 2.1085)",6.69E-09,1.03E-37,99.28140373,44.19417382,401.98895,x,10143.7,311.7,142.8684023,x,12.5,10.8,29.9,x,x,0,x,x,x,x,x,0.032853,0.1583,SP,TRUE,TRUE,TRUE,9832,"9782, 9884",40pm2,7.77E12 pm 3.14E11,30.9pm 2.8,"Lya, d:Lya",center is 9833 : ONLY 1 GALAXY
PG1626+554,8263,x,0,"('246.98417', '55.37556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.133,SP,FALSE,FALSE,FALSE,8263,"8210, 8296",70pm5,1.47E13 pm 1.22E12,27.2pm 2.3,"d:Lya, Lya","d:Lya labeled at 8246, Lya at 8263 _ I measure 8253, no galaxy within 2000 kpc and 1000 km/s : NO GALAXIES"
PG1307+085,3570,x,0,"('197.44583', '8.32972')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.155,SP,FALSE,FALSE,FALSE,3570,"3550, 3608",33pm6,6.68E12 pm 1.38E12,19.6pm 2.6,d:Lya,d:Lya labeled at 3570. No galaxy with b<500kpc : NO GALAXIES
PG1307+085,7279,CGCG072-007,2,"('197.44583', '8.32972')","(197.31227, 8.53172)",0.003571441,0.002650657,193.1759035,187.8498124,439.8537278,x,7413.2,134.2,104.411924,x,32.8,21,50.2,10,43.2,0,x,x,x,x,x,0.023746,0.155,SP,TRUE,TRUE,TRUE,7279,"7245, 7327",64pm7,1.35E13 pm 1.66E12,28.0pm 2.4,d:Lya,"d:Lya labeled at 7279 - I measure 7286, companion galaxy SDSSJ130918.61+083008.; p"
PKS2005-489,4967,x,0,"('302.35583', '-48.83139')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.071,SP,FALSE,FALSE,FALSE,4967,"4885, 5023",280pm6,8.15E13 pm 2.59E12,41.4pm 2.6,done,center is 4954. several galaxies with b>500 kpc : NO GALAXIES
PKS2005-489,5070,x,0,"('302.35583', '-48.83139')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.071,SP,FALSE,FALSE,FALSE,5070,"5016, 5156",315pm6,1.18E14 pm 3.75E12,35.6pm 3.3,done,center is 5086. several galaxies with b>500 kpc : NO GALAXIES
CSO395,966,UGC07125,15,"('182.81083', '36.96083')","(182.17638, 36.80275)",0.00379773,0.002636512,184.1398497,169.2708362,259.754882,x,1344.6,378.6,28,x,30.6,4.9,80.8,85,12.3,UGC7125,.S..9..,80.9,85,Sdm,Sdm,0.003572,0.169,DG,FALSE,FALSE,FALSE,966,"886, 984",194pm14,5.70E13 pm 5.91E12,30.6pm 6.6,"f:Lya, working",center is 935 : VIRIAL AND CUSTOM INCLUDE MISMATCH
CSO395,1025,UGC07207,8,"('182.81083', '36.96083')","(183.07817, 37.01481)",0.110502235,0.005160878,103.0851275,47.95798161,83.4198657,x,1324.4,299.4,21.700001,x,13.2,6.5,60.7,x,x,0,x,x,x,IB(s)m V,IB(s)m V,0.003506,0.169,DG,?,TRUE,FALSE,1025,"974, 1120",343pm15,1.21E14 pm 9.85E12,41.6pm 4.1,"f:Lya, working",center is 1047 : VIRIAL AND CUSTOM INCLUDE MISMATCH
HE0238-1904,1625,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,1625,"1563, 1651",30pm6,5.83E12 pm 1.20E12,30.0pm 5.7,d:Lya,"d:Lya labeled at 1625, I measure 1607 : NO GALAXIES"
HE0238-1904,2177,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,2177,"2102, 2204",31pm5,5.97E12 pm 1.03E12,35.9pm 2.4,d:Lya,"d:Lya labeled at 2177, I measure 2153. No galaxies nearby : NO GALAXIES"
HE0238-1904,2517,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,2517,"2407, 2635",109pm8,2.16E13 pm 1.65E12,74.3pm 3.4,d:Lya,"d:Lya labeled at 2517, I measure 2521. No galaxies nearby : NO GALAXIES"
HE0238-1904,2961,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,2961,"2862, 3052",65pm7,1.25E13 pm 1.37E12,66.6pm 3.3,d:Lya,"d:Lya labeled at 2961, I measure 2957. No galaxies nearby : NO GALAXIES"
HE0238-1904,4631,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,4631,"4508, 4672",147pm5,3.20E13 pm 1.12E12,54.7pm 3.6,d:Lya,"d:Lya labeled at 4631, I measure 4590. No galaxies nearby : NO GALAXIES"
RBS1795,1795,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,1795,"1785, 1899",36pm7,6.98E12 pm 1.41E12,47.9pm 2.6,"d:Lya, Lya","center is 1842, very weak : NO GALAXIES"
RBS1795,3593,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,3593,"3550, 3624",35pm5,6.83E12 pm 1.05E12,29.7pm 1.8,"d:Lya, OVI","weak, I don't believe the OVI label, no galaxies within 2000kpc and 1000 km/s, center is 3587 : NO GALAXIES"
RBS1795,7923,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,7923,"7890, 7942",16pm4,3.13E12 pm 8.26E11,18.8pm 2.3,d:Lya,"center is 7916, extremely weak, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES"
RBS1795,8103,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,8103,"8057, 8155",61pm5,1.25E13 pm 1.17E12,31.0pm 2.6,"d:Lya,Lya","group of large galaxies with 1000<b<2000kpc at this velocity, center is 8106 : NO GALAXIES"
RBS1795,9038,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,9038,"8992, 9080",96pm5,2.12E13 pm 1.19E12,27.7pm 1.8,"d:Lya, Lya","center is 9036, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES"
RBS1795,9517,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,9517,"9500, 9538",18pm3,3.55E12 pm 6.98E11,13.4pm 2.3,Lya,center is 9518 : NO GALAXIES
RBS1795,10154,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,10154,"10105, 10203",57pm5,1.15E13 pm 1.15E12,33.5pm 2.1,"d:Lya, Lya", : NO GALAXIES
H1101-232,1188,NGC3511,2,"('165.90708', '-23.49194')","(165.84904, -23.08678)",0.77476783,0.546134876,152.5722622,112.4692714,98.4261152,x,1333.9,145.9,13.8,x,23.3,8,69.8,x,83.5,NGC3511,.SAS5..,69.2,76,SAB(s)c;HII    Sy1,SAB(s)c;HII    Sy1,0.003699,0.186,SP,FALSE,FALSE,FALSE,1188,"1056, 1298",633pm20,2.39E14 pm 1.65E13,69.4pm 2.1,d:Lya,"center is 1177, two large galaxies very nearby: NGC3511 and NGC3513 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
H1101-232,3580,MCG-04-26-019,2,"('165.90708', '-23.49194')","(165.70883, -23.59161)",0.058028018,0.038796038,172.7694299,147.3690571,179.153512,x,3846.2,266.2,49.52,x,27.9,11.7,65.2,35,26.3,ESO502-G12,PSXT2..,59.1,30,(R:)SA:(s)ab   HII,(R:)SA:(s)ab   HII,0.012086,0.186,SP,TRUE,TRUE,TRUE,3580,"3466, 3710",573pm12,2.67E14 pm 1.50E13,57.3pm 1.9,d:Lya,"strong, center is 3588, blended with H2:1, OVI?; p"
H1101-232,5995,x,0,"('165.90708', '-23.49194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.186,SP,FALSE,FALSE,FALSE,5995,"5938, 6026",46pm9,9.22E12 pm 1.94E12,30.4pm 2.4,d:Lya,"center is 5982, blended with MgII : NO GALAXIES"
1H0717+714,2870,UGC03804,1,"('110.47208', '71.34333')","(110.64454, 71.59894)",0.182374512,0.106466127,172.7694299,147.3690571,207.1430497,x,2972.8,102.8,45.4,x,27.9,16.7,53.1,5,7.2,UGC3804,.S..6*.,52.9,13,Scd:,Scd:,0.00963,0.5003,SP,TRUE,TRUE,TRUE,2870,"2760, 2960",343pm6,9.25E13 pm 1.97E12,57.1pm 1.7,d:Lya,"blended with 2956, center is 2860; p : ONLY 1 GALAXY"
1H0717+714,2956,UGC03804,1,"('110.47208', '71.34333')","(110.64454, 71.59894)",0.235851491,0.137684781,172.7694299,147.3690571,207.1430497,x,2972.8,16.8,45.4,x,27.9,16.7,53.1,5,7.2,UGC3804,.S..6*.,52.9,13,Scd:,Scd:,0.00963,0.5003,SP,TRUE,TRUE,TRUE,2956,"2954, 3022",39pm4,7.94E12 pm 8.35E11,24.4pm 2.4,d:Lya,"d:Lya labeled at 2956, center is 2988, blended with 2870 - needs fitting; p : ONLY 1 GALAXY"
1H0717+714,3839,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,3839,"3785, 3905",45pm5,8.76E12 pm 1.04E12,41.2pm 2.5,d:Lya,"d:Lya labeled at 3839 - seems wrong, weak; p : NO GALAXIES"
1H0717+714,5292,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,5292,"5223, 5339",46pm5,8.88E12 pm 9.27E11,41.0pm 2.5,d:Lya,"center is 5281, no galaxy with b<2000kpc at this velocity : NO GALAXIES"
1H0717+714,6271,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,6271,"6219, 6335",150pm4,3.51E13 pm 1.18E12,35.6pm 2.1,d:Lya,"center is 6277, no galaxy with b<2000kpc at this velocity : NO GALAXIES"
1H0717+714,7795,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,7795,"7768, 7836",49pm3,1.00E13 pm 7.06E11,24.4pm 2.0,d:Lya,"center is 7802, no galaxy with b<2000kpc at this velocity : NO GALAXIES"
PG0003+158,833,NGC7814,12,"('1.49708', '16.16361')","(0.81204, 16.14542)",0.25215757,0.146762729,171.056491,144.2112166,197.2689177,x,789.3,-43.7,17.171,x,27.5,11.5,65.3,x,46.6,NGC7814,.SAS2*/,65.4,135,SA(s)ab: sp    LINER,SA(s)ab: sp    LINER,0.003502,0.4509,SP,TRUE,TRUE,TRUE,833,"810, 896",131pm15,3.10E13 pm 4.45E12,30.0pm 2.0,d:Lya,"weak, crowded field, center is 853; p"
PG0003+158,1250,x,0,"('1.49708', '16.16361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.4509,SP,FALSE,FALSE,FALSE,1250,"1209, 1301",79pm9,1.66E13 pm 2.16E12,31.9pm 1.9,d:Lya,"d:Lya labeled at 1250, center is 1255, weak, NGC7814(;LINER) at 789km/s; p : NO GALAXIES"
PG0003+158,4764,x,0,"('1.49708', '16.16361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.4509,SP,FALSE,FALSE,FALSE,4764,"4730, 4792",30pm5,6.15E12 pm 1.07E12,19.2pm 2.7,d:Lya,d:Lya labeled at 4764 _ I measure 4761. No galaxies nearby : NO GALAXIES
SBS1122+594,1214,IC0691,6,"('171.47375', '59.17278')","(171.68465, 59.15543)",0.528010558,0.000822788,65.88793138,18.12481724,45.28841264,x,1399.4,185.4,23.700001,x,6.9,5.1,42.3,155,55.9,IC691,.I?....,48.6,150,I?;WR?         HII,I?;WR?         HII,0.003992,0.858,DG,?,TRUE,FALSE,1214,"1079, 1349",830pm13,4.03E14 pm 2.05E13,82.9pm 1.3,d:Lya,"d:Lya marked as two blended lines at 1149 and 1208 = wrong, center is 1214; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SBS1122+594,1580,NGC3642,13,"('171.47375', '59.17278')","(170.57455, 59.07451)",0.03387541,0.004147062,149.8503775,108.1530536,226.4484462,x,1789.9,209.9,27.5,x,22.7,22.5,8.1,75,3,NGC3642,.SAR4*.,33.7,105,SA(r)bc:;LINER Sy3,SA(r)bc:;LINER Sy3,0.005297,0.858,DG,FALSE,FALSE,FALSE,1580,"1560, 1634",132pm9,3.39E13 pm 2.98E12,24.6pm 3.1,d:Lya,"d:Lya labeled at 1580 - I measure 1597, blended with Lyg, crowded field; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SBS1122+594,1796,NGC3642,12,"('171.47375', '59.17278')","(170.57455, 59.07451)",0.10182029,0.012464944,149.8503775,108.1530536,226.4484462,x,1789.9,-6.1,27.5,x,22.7,22.5,8.1,75,3,NGC3642,.SAR4*.,33.7,105,SA(r)bc:;LINER Sy3,SA(r)bc:;LINER Sy3,0.005297,0.858,DG,?,FALSE,TRUE,1796,"1771, 1821",29pm8,5.92E12 pm 1.81E12,19.6pm 2.4,no,"very weak, center is 1796; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
